movieId,title,genres,Year,Movies,Genre
85790,Meek's Cutoff (2010),Western,2010,Meek's Cutoff,Western
85796,Hobo with a Shotgun (2011),Action|Adventure|Crime|Thriller,2011,Hobo with a Shotgun,Action
85881,Win Win (2011),Comedy|Drama,2011,Win Win,Comedy
85885,Room in Rome (HabitaciÃ³n en Roma) (2010),Drama|Romance,2010,Room in Rome (HabitaciÃ³n en Roma),Drama
85896,Tribute to a Bad Man (1956),Western,1956,Tribute to a Bad Man,Western
86000,Boy (2010),Comedy|Drama,2010,Boy,Comedy
86014,Diary of a Wimpy Kid: Rodrick Rules (2011),Comedy,2011,Diary of a Wimpy Kid: Rodrick Rules,Comedy
86028,Henry's Crime (2010),Comedy|Crime,2010,Henry's Crime,Comedy
86059,Hop (2011),Animation|Children|Comedy,2011,Hop,Animation
86137,Leap Year (AÃ±o bisiesto) (2010),Drama,2010,Leap Year (AÃ±o bisiesto),Drama
86142,13 Assassins (JÃ»san-nin no shikaku) (2010),Action,2010,13 Assassins (JÃ»san-nin no shikaku),Action
86190,Hanna (2011),Action|Adventure|Mystery|Thriller,2011,Hanna,Action
86206,Dark City (1950),Crime|Drama|Film-Noir|Mystery,1950,Dark City,Crime
86233,New Kids Turbo (2010),Action|Comedy,2010,New Kids Turbo,Action
86244,Easy Money (Snabba Cash) (2010),Action|Thriller,2010,Easy Money (Snabba Cash),Action
86290,American: The Bill Hicks Story (2009),Comedy|Documentary,2009,American: The Bill Hicks Story,Comedy
86293,Arthur (2011),Comedy,2011,Arthur,Comedy
86295,Scream 4 (2011),Comedy|Horror|Mystery|Thriller,2011,Scream 4,Comedy
86298,Rio (2011),Adventure|Animation|Children|Comedy,2011,Rio,Adventure
86300,"Princess of Montpensier, The (La princesse de Montpensier) (2010)",Action|Drama|Romance,2010,"Princess of Montpensier, The (La princesse de Montpensier)",Action
86320,Melancholia (2011),Drama|Sci-Fi,2011,Melancholia,Drama
86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX,2011,Thor,Action
86345,Louis C.K.: Hilarious (2010),Comedy,2010,Louis C.K.: Hilarious,Comedy
86347,Louis C.K.: Chewed Up (2008),Comedy,2008,Louis C.K.: Chewed Up,Comedy
86368,Confessions of a Nazi Spy (1939),Drama,1939,Confessions of a Nazi Spy,Drama
86372,"Journey, The (1959)",Drama|Romance,1959,"Journey, The",Drama
86377,Louis C.K.: Shameless (2007),Comedy,2007,Louis C.K.: Shameless,Comedy
86410,"Resident, The (2011)",Drama|Horror|Thriller,2011,"Resident, The",Drama
86418,City Streets (1931),Crime|Film-Noir,1931,City Streets,Crime
86432,Outside the Law (Hors-la-loi) (2010),Crime|Drama|War,2010,Outside the Law (Hors-la-loi),Crime
86487,Mildred Pierce (2011),Drama,2011,Mildred Pierce,Drama
86504,Voices from the List (2004),Documentary,2004,Voices from the List,Documentary
86548,Water for Elephants (2011),Drama|Romance,2011,Water for Elephants,Drama
86574,Foo Fighters: Back and Forth (2011),Documentary|Musical,2011,Foo Fighters: Back and Forth,Documentary
86583,Storm (2009),Drama,2009,Storm,Drama
86604,My Dog Tulip (2009),Animation|Drama,2009,My Dog Tulip,Animation
86624,"Woman, a Gun and a Noodle Shop, A (San qiang pai an jing qi) (2009)",Comedy|Drama,2009,"Woman, a Gun and a Noodle Shop, A (San qiang pai an jing qi)",Comedy
86628,Kill the Irishman (2011),Action|Crime,2011,Kill the Irishman,Action
86635,Vice (2008),Crime|Film-Noir|Mystery|Thriller,2008,Vice,Crime
86642,Cold Weather (2010),Drama,2010,Cold Weather,Drama
86644,"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX,2011,"Fast Five (Fast and the Furious 5, The)",Action
86648,They Won't Forget (1937),Drama|Mystery,1937,They Won't Forget,Drama
86721,Idiots and Angels (2008),Animation|Drama|Fantasy,2008,Idiots and Angels,Animation
86725,We Are What We Are (Somos lo que hay) (2010),Drama|Horror,2010,We Are What We Are (Somos lo que hay),Drama
86750,"Robber, The (Der RÃ¤uber) (2010)",Crime|Drama,2010,"Robber, The (Der RÃ¤uber)",Crime
86781,Incendies (2010),Drama|Mystery|War,2010,Incendies,Drama
86815,Soul Surfer (2011),Action|Drama,2011,Soul Surfer,Action
86817,Something Borrowed (2011),Comedy|Drama|Romance,2011,Something Borrowed,Comedy
86833,Bridesmaids (2011),Comedy,2011,Bridesmaids,Comedy
86835,Priest (2011),Action|Horror|Sci-Fi|Thriller,2011,Priest,Action
86852,"Beaver, The (2011)",Drama,2011,"Beaver, The",Drama
86860,Black Fury (1935),Crime|Drama|Romance,1935,Black Fury,Crime
86864,Mothra (Mosura) (1961),Adventure|Fantasy|Sci-Fi,1961,Mothra (Mosura),Adventure
86880,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX,2011,Pirates of the Caribbean: On Stranger Tides,Action
86882,Midnight in Paris (2011),Comedy|Fantasy|Romance,2011,Midnight in Paris,Comedy
86884,"Kid With a Bike, The (Le gamin au vÃ©lo) (2011)",Drama,2011,"Kid With a Bike, The (Le gamin au vÃ©lo)",Drama
86892,The Man from Nowhere (2010),Action|Crime|Thriller,2010,The Man from Nowhere,Action
86896,Jewel Robbery (1932),Comedy|Crime|Romance,1932,Jewel Robbery,Comedy
86898,"Tree of Life, The (2011)",Drama,2011,"Tree of Life, The",Drama
86911,"Hangover Part II, The (2011)",Comedy,2011,"Hangover Part II, The",Comedy
86931,This Above All (1942),Drama|Romance|War,1942,This Above All,Drama
86941,Double Take (2009),Documentary,2009,Double Take,Documentary
86973,John Rabe (2009),Drama|War,2009,John Rabe,Drama
86990,"Clairvoyant, The (1935)",Drama|Thriller,1935,"Clairvoyant, The",Drama
87004,Pina (2011),Documentary|Musical,2011,Pina,Documentary
87028,"Roommate, The (2011)",Drama|Thriller,2011,"Roommate, The",Drama
87040,"Housemaid, The (Hanyo) (1960)",Crime|Drama|Horror,1960,"Housemaid, The (Hanyo)",Crime
87079,Trust (2010),Drama|Thriller,2010,Trust,Drama
87096,Group Sex (2010),Comedy,2010,Group Sex,Comedy
87115,"Speed Of Thought, The (2011)",Sci-Fi|Thriller,2011,"Speed Of Thought, The",Sci-Fi
87166,Stolen (Stolen Lives) (2009),Crime|Drama|Mystery|Thriller,2009,Stolen (Stolen Lives),Crime
87179,"Sisters, The (1938)",Drama,1938,"Sisters, The",Drama
87181,"Double Hour, The (La doppia ora) (2009)",Crime|Drama|Mystery|Romance|Thriller,2009,"Double Hour, The (La doppia ora)",Crime
87192,Attack the Block (2011),Action|Comedy|Sci-Fi,2011,Attack the Block,Action
87197,Let the Bullets Fly (2010),Action|Comedy,2010,Let the Bullets Fly,Action
87210,Wake (2009),Comedy|Drama|Romance,2009,Wake,Comedy
87222,Kung Fu Panda 2 (2011),Action|Adventure|Animation|Children|Comedy|IMAX,2011,Kung Fu Panda 2,Action
87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War,2011,X-Men: First Class,Action
87234,Submarine (2010),Comedy|Drama|Romance,2010,Submarine,Comedy
87260,Raffles (1930),Adventure|Crime|Drama|Romance|Thriller,1930,Raffles,Adventure
87270,"Other Woman, The (2009)",Drama,2009,"Other Woman, The",Drama
87298,Everything Must Go (2010),Comedy|Drama,2010,Everything Must Go,Comedy
87302,Red White & Blue (2010),Drama|Mystery|Romance,2010,Red White & Blue,Drama
87304,Beginners (2010),Drama,2010,Beginners,Drama
87306,Super 8 (2011),Mystery|Sci-Fi|Thriller|IMAX,2011,Super 8,Mystery
87314,Lottery Ticket (2010),Comedy,2010,Lottery Ticket,Comedy
87405,Daydream Nation (2010),Drama|Romance,2010,Daydream Nation,Drama
87430,Green Lantern (2011),Action|Adventure|Sci-Fi,2011,Green Lantern,Action
87469,Cinema Verite (2011),Drama,2011,Cinema Verite,Drama
87471,"Yoo-Hoo, Mrs. Goldberg (2009)",Documentary,2009,"Yoo-Hoo, Mrs. Goldberg",Documentary
87483,Mr. Popper's Penguins (2011),Comedy,2011,Mr. Popper's Penguins,Comedy
87485,Bad Teacher (2011),Comedy,2011,Bad Teacher,Comedy
87520,Transformers: Dark of the Moon (2011),Action|Adventure|Sci-Fi|War|IMAX,2011,Transformers: Dark of the Moon,Action
87522,Larry Crowne (2011),Comedy|Drama|Romance,2011,Larry Crowne,Comedy
87529,Your Highness (2011),Action|Adventure|Comedy|Fantasy,2011,Your Highness,Action
87547,Hand Gun (1994),Action|Crime|Drama|Thriller,1994,Hand Gun,Action
87558,When Ladies Meet (1933),Comedy|Romance,1933,When Ladies Meet,Comedy
87660,Too Big to Fail (2011),Drama,2011,Too Big to Fail,Drama
87785,Takers (2010),Action|Crime|Thriller,2010,Takers,Action
87867,Zookeeper (2011),Comedy,2011,Zookeeper,Comedy
87869,Horrible Bosses (2011),Comedy|Crime,2011,Horrible Bosses,Comedy
87876,Cars 2 (2011),Adventure|Animation|Children|Comedy|IMAX,2011,Cars 2,Adventure
87911,I Am You (In Her Skin) (2009),Drama|Thriller,2009,I Am You (In Her Skin),Drama
87921,"Ward, The (2010)",Horror|Thriller,2010,"Ward, The",Horror
87930,Page One: Inside the New York Times (2011),Documentary,2011,Page One: Inside the New York Times,Documentary
87971,Anton Chekhov's The Duel (2010),Drama,2010,Anton Chekhov's The Duel,Drama
87973,"Betrayed, The (2009)",Crime|Drama|Mystery|Thriller,2009,"Betrayed, The",Crime
87975,Burn Notice: The Fall of Sam Axe (2011),Crime|Drama|Mystery,2011,Burn Notice: The Fall of Sam Axe,Crime
88005,Laws of Gravity (1992),Drama,1992,Laws of Gravity,Drama
88042,Cornered (1945),Film-Noir|Thriller,1945,Cornered,Film-Noir
88094,Upside Down: The Creation Records Story (2010),Documentary,2010,Upside Down: The Creation Records Story,Documentary
88118,"Perfect Host, The (2010)",Crime|Drama|Thriller,2010,"Perfect Host, The",Crime
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,2011,Harry Potter and the Deathly Hallows: Part 2,Action
88127,Conan O'Brien Can't Stop (2011),Documentary,2011,Conan O'Brien Can't Stop,Documentary
88129,Drive (2011),Crime|Drama|Film-Noir|Thriller,2011,Drive,Crime
88131,Love Crime (Crime d'amour) (2010),Crime|Mystery|Thriller,2010,Love Crime (Crime d'amour),Crime
88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War,2011,Captain America: The First Avenger,Action
88163,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance,2011,"Crazy, Stupid, Love.",Comedy
88179,One Day (2011),Drama|Romance,2011,One Day,Drama
88235,"Guard, The (2011)",Comedy|Crime,2011,"Guard, The",Comedy
88237,Griff the Invisible (2011),Comedy|Drama|Romance,2011,Griff the Invisible,Comedy
88248,Quarantine 2: Terminal (2011),Horror|Mystery|Sci-Fi,2011,Quarantine 2: Terminal,Horror
88278,Phantom (1922),Drama|Fantasy|Romance,1922,Phantom,Drama
88356,"Smurfs, The (2011)",Animation|Children|Comedy,2011,"Smurfs, The",Animation
88405,Friends with Benefits (2011),Comedy|Romance,2011,Friends with Benefits,Comedy
88515,Blitz (2011),Action|Crime|Thriller,2011,Blitz,Action
88566,Mysteries of Lisbon (MistÃ©rios de Lisboa) (2010),Drama|Mystery,2010,Mysteries of Lisbon (MistÃ©rios de Lisboa),Drama
88593,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",Crime|Drama|Thriller,2010,"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae)",Crime
88595,"Temptress, The (1926)",Drama|Romance,1926,"Temptress, The",Drama
88599,Come Undone (Cosa voglio di piÃ¹) (2010),Drama,2010,Come Undone (Cosa voglio di piÃ¹),Drama
88640,Rapt (2009),Drama,2009,Rapt,Drama
88646,"Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid) (1958)",Crime|Drama,1958,"Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid)",Crime
88672,Our Idiot Brother (2011),Comedy,2011,Our Idiot Brother,Comedy
88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,2011,Rise of the Planet of the Apes,Action
88746,Terri (2011),Comedy,2011,Terri,Comedy
88785,"Change-Up, The (2011)",Comedy,2011,"Change-Up, The",Comedy
88810,"Help, The (2011)",Drama,2011,"Help, The",Drama
88812,30 Minutes or Less (2011),Action|Comedy|Crime,2011,30 Minutes or Less,Action
88818,Bulldog Drummond (1929),Drama|Mystery|Thriller,1929,Bulldog Drummond,Drama
88837,"Trotsky, The (2009)",Comedy,2009,"Trotsky, The",Comedy
88839,Anthony Zimmer (2005),Crime|Drama|Romance|Thriller,2005,Anthony Zimmer,Crime
88886,Blues Harp (1998),Crime|Drama,1998,Blues Harp,Crime
88901,"Bulli: Cooking in Progress, El (2011)",Documentary,2011,"Bulli: Cooking in Progress, El",Documentary
88932,Final Destination 5 (2011),Horror|Thriller|IMAX,2011,Final Destination 5,Horror
88934,"Lovely, Still (2008)",Drama|Romance,2008,"Lovely, Still",Drama
88950,"Conspirator, The (2010)",Drama,2010,"Conspirator, The",Drama
88954,"Very Harold & Kumar 3D Christmas, A (2011)",Comedy,2011,"Very Harold & Kumar 3D Christmas, A",Comedy
88991,Queen to Play (Joueuse) (2009),Drama,2009,Queen to Play (Joueuse),Drama
89000,Carancho (2010),Crime|Drama|Romance,2010,Carancho,Crime
89028,Don't Be Afraid of the Dark (2010),Horror|Thriller,2010,Don't Be Afraid of the Dark,Horror
89030,Fright Night (2011),Comedy|Horror,2011,Fright Night,Comedy
89039,Another Earth (2011),Drama|Romance|Sci-Fi,2011,Another Earth,Drama
89045,Rocky VI (1986),Comedy,1986,Rocky VI,Comedy
89047,Hesher (2010),Drama,2010,Hesher,Drama
89060,Cold Prey (Fritt Vilt) (2006),Action|Horror|Mystery|Thriller,2006,Cold Prey (Fritt Vilt),Action
89072,Stake Land (2010),Horror,2010,Stake Land,Horror
89074,"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold) (2011)",Documentary,2011,"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold)",Documentary
89085,"Debt, The (2011)",Drama|Thriller,2011,"Debt, The",Drama
89087,Colombiana (2011),Action|Adventure|Drama|Thriller,2011,Colombiana,Action
89090,Bill Cunningham New York (2011),Documentary,2011,Bill Cunningham New York,Documentary
89102,Freakonomics (2010),Documentary,2010,Freakonomics,Documentary
89118,"Skin I Live In, The (La piel que habito) (2011)",Drama,2011,"Skin I Live In, The (La piel que habito)",Drama
89139,"Lodger, The (2009)",Crime|Drama|Mystery|Thriller,2009,"Lodger, The",Crime
89162,Phil Ochs: There But for Fortune (2010),Documentary|Musical,2010,Phil Ochs: There But for Fortune,Documentary
89164,Good Neighbours (a.k.a. Good Neighbors) (2010),Crime|Thriller,2010,Good Neighbours (a.k.a. Good Neighbors),Crime
89170,"Winning Season, The (2009)",Comedy,2009,"Winning Season, The",Comedy
89190,Conan the Barbarian (2011),Action|Adventure|Fantasy,2011,Conan the Barbarian,Action
89203,Magic Trip (2011),Documentary,2011,Magic Trip,Documentary
89260,Project Nim (2011),Documentary,2011,Project Nim,Documentary
89302,Page Eight (2011),Drama|Thriller,2011,Page Eight,Drama
89305,"Inbetweeners Movie, The (2011)",Adventure|Comedy,2011,"Inbetweeners Movie, The",Adventure
89343,Red State (2011),Action|Crime|Horror|Thriller,2011,Red State,Action
89369,"Better Life, A (2011)",Drama,2011,"Better Life, A",Drama
89388,I Don't Know How She Does It (2011),Comedy,2011,I Don't Know How She Does It,Comedy
89470,Contagion (2011),Sci-Fi|Thriller|IMAX,2011,Contagion,Sci-Fi
89472,We Have a Pope (Habemus Papam) (2011),Drama,2011,We Have a Pope (Habemus Papam),Drama
89480,Sleeping Beauty (2011),Drama,2011,Sleeping Beauty,Drama
89490,Straw Dogs (2011),Thriller,2011,Straw Dogs,Thriller
89492,Moneyball (2011),Drama,2011,Moneyball,Drama
89506,"Appeared, The (Aparecidos) (2007)",Horror|Thriller,2007,"Appeared, The (Aparecidos)",Horror
89535,"Havre, Le (2011)",Comedy|Drama,2011,"Havre, Le",Comedy
89582,Cold Fish (Tsumetai nettaigyo) (2010),Drama|Thriller,2010,Cold Fish (Tsumetai nettaigyo),Drama
89629,Point Blank (Ã€ bout portant) (2010),Action|Crime|Thriller,2010,Point Blank (Ã€ bout portant),Action
89638,Nothing Personal (2009),Drama,2009,Nothing Personal,Drama
89722,"Horrible Way to Die, A (2010)",Horror|Thriller,2010,"Horrible Way to Die, A",Horror
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,2012,"Avengers, The",Action
89747,Taxi! (1932),Crime|Drama|Romance,1932,Taxi!,Crime
89753,Tinker Tailor Soldier Spy (2011),Drama|Film-Noir|Thriller,2011,Tinker Tailor Soldier Spy,Drama
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",Drama,2011,"Separation, A (Jodaeiye Nader az Simin)",Drama
89761,"Dangerous Method, A (2011)",Drama|Thriller,2011,"Dangerous Method, A",Drama
89767,My Name Is Julia Ross (1945),Drama|Film-Noir|Mystery,1945,My Name Is Julia Ross,Drama
89774,Warrior (2011),Drama,2011,Warrior,Drama
89780,Sherlock Holmes (2010),Mystery|Sci-Fi,2010,Sherlock Holmes,Mystery
89804,"Ides of March, The (2011)",Drama,2011,"Ides of March, The",Drama
89837,Kill List (2011),Horror|Mystery|Thriller,2011,Kill List,Horror
89840,Killer Elite (2011),Action|Thriller,2011,Killer Elite,Action
89844,"Dukes, The (2007)",Comedy|Crime|Drama,2007,"Dukes, The",Comedy
89862,Bellflower (2011),Action|Drama|Romance,2011,Bellflower,Action
89864,50/50 (2011),Comedy|Drama,2011,50/50,Comedy
89877,Main Street (2010),Drama,2010,Main Street,Drama
89900,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da) (2011),Drama,2011,Once Upon a Time in Anatolia (Bir zamanlar Anadolu'da),Drama
89904,The Artist (2011),Comedy|Drama|Romance,2011,The Artist,Comedy
89945,BlinkyTM (2011),Horror|Sci-Fi,2011,BlinkyTM,Horror
89965,Song of the Exile (Ke tu qiu hen) (1990),Drama,1990,Song of the Exile (Ke tu qiu hen),Drama
90057,Take Shelter (2011),Drama,2011,Take Shelter,Drama
90090,"Game of Death, The (Le Jeu de la Mort) (2010)",Documentary,2010,"Game of Death, The (Le Jeu de la Mort)",Documentary
90249,Real Steel (2011),Action|Drama|Sci-Fi|IMAX,2011,Real Steel,Action
90266,Buck (2011),Documentary,2011,Buck,Documentary
90341,Catching Hell (2011),Documentary,2011,Catching Hell,Documentary
90343,Footloose (2011),Comedy|Drama|Musical,2011,Footloose,Comedy
90345,"Thing, The (2011)",Horror|Mystery|Sci-Fi|Thriller,2011,"Thing, The",Horror
90353,Beautiful Boy (2010),Drama,2010,Beautiful Boy,Drama
90357,Tyrannosaur (2011),Drama,2011,Tyrannosaur,Drama
90371,"Killer Is Loose, The (1956)",Crime|Drama|Film-Noir,1956,"Killer Is Loose, The",Crime
90374,Martha Marcy May Marlene (2011),Drama|Thriller,2011,Martha Marcy May Marlene,Drama
90376,We Need to Talk About Kevin (2011),Drama|Thriller,2011,We Need to Talk About Kevin,Drama
90378,Tabloid (2010),Documentary,2010,Tabloid,Documentary
90384,Behind Enemy Lines II: Axis of Evil (2006),Action|Thriller|War,2006,Behind Enemy Lines II: Axis of Evil,Action
90403,"Three Musketeers, The (2011)",Action|Adventure,2011,"Three Musketeers, The",Action
90405,In Time (2011),Crime|Sci-Fi|Thriller,2011,In Time,Crime
90413,Oranges and Sunshine (2010),Drama,2010,Oranges and Sunshine,Drama
90421,Brighton Rock (2010),Crime|Drama|Thriller,2010,Brighton Rock,Crime
90428,Margaret (2011),Drama,2011,Margaret,Drama
90430,Carnage (2011),Comedy|Drama,2011,Carnage,Comedy
90434,Assassination Games (2011),Action|Thriller,2011,Assassination Games,Action
90439,Margin Call (2011),Drama|Thriller,2011,Margin Call,Drama
90474,Polisse (2011),Crime|Drama,2011,Polisse,Crime
90522,Johnny English Reborn (2011),Adventure|Comedy|Thriller,2011,Johnny English Reborn,Adventure
90524,Abduction (2011),Action|Drama|Mystery|Thriller,2011,Abduction,Action
90528,This Must Be the Place (2011),Crime|Drama|Thriller,2011,This Must Be the Place,Crime
90531,Shame (2011),Drama,2011,Shame,Drama
90574,Nora's Will (Cinco dÃ­as sin Nora) (2008),Comedy|Drama,2008,Nora's Will (Cinco dÃ­as sin Nora),Comedy
90576,What's Your Number? (2011),Comedy|Romance,2011,What's Your Number?,Comedy
90578,Dream House (2011),Drama|Mystery|Thriller,2011,Dream House,Drama
90592,How to Die in Oregon (2011),Documentary|Drama,2011,How to Die in Oregon,Documentary
90600,Headhunters (Hodejegerne) (2011),Action|Crime|Thriller,2011,Headhunters (Hodejegerne),Action
90603,Batman: Year One (2011),Action|Animation|Crime,2011,Batman: Year One,Action
90620,Mulan (2009),Action|Adventure|Drama|Romance,2009,Mulan,Action
90624,Machine Gun Preacher (2011),Action|Crime,2011,Machine Gun Preacher,Action
90645,Anonymous (2011),Drama,2011,Anonymous,Drama
90647,Puss in Boots (2011),Adventure|Animation|Comedy|Fantasy|IMAX,2011,Puss in Boots,Adventure
90717,Tower Heist (2011),Action|Comedy|Crime,2011,Tower Heist,Action
90719,J. Edgar (2011),Drama,2011,J. Edgar,Drama
90738,"Double, The (2011)",Action|Crime|Drama|Mystery|Thriller,2011,"Double, The",Action
90746,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX,2011,"Adventures of Tintin, The",Action
90751,"Son of No One, The (2011)",Action|Crime|Thriller,2011,"Son of No One, The",Action
90753,Undertow (Contracorriente) (2009),Drama|Romance,2009,Undertow (Contracorriente),Drama
90809,Tomboy (2011),Drama,2011,Tomboy,Drama
90817,Cobra Woman (1944),Adventure|Drama,1944,Cobra Woman,Adventure
90863,George Harrison: Living in the Material World (2011),Documentary,2011,George Harrison: Living in the Material World,Documentary
90866,Hugo (2011),Children|Drama|Mystery,2011,Hugo,Children
90868,Higher Ground (2011),Drama,2011,Higher Ground,Drama
90870,Trespass (2011),Crime|Drama|Thriller,2011,Trespass,Crime
90888,Immortals (2011),Action|Drama|Fantasy,2011,Immortals,Action
90890,Jack and Jill (2011),Comedy,2011,Jack and Jill,Comedy
90899,"People vs. George Lucas, The (2010)",Documentary,2010,"People vs. George Lucas, The",Documentary
90916,Setup (Set Up) (2011),Action|Crime|Drama,2011,Setup (Set Up),Action
90929,House of Tolerance (2011),Drama,2011,House of Tolerance,Drama
90933,"Deep Blue Sea, The (2011)",Drama|Romance,2011,"Deep Blue Sea, The",Drama
90939,11-11-11 (11-11-11: The Prophecy) (2011),Horror|Thriller,2011,11-11-11 (11-11-11: The Prophecy),Horror
90943,Into the Abyss (2011),Documentary,2011,Into the Abyss,Documentary
90947,"Oslo, August 31st (Oslo, 31. august) (2011)",Drama,2011,"Oslo, August 31st (Oslo, 31. august)",Drama
91007,I Want to Be a Soldier (2011),Drama,2011,I Want to Be a Soldier,Drama
91010,Another Happy Day (2011),Drama,2011,Another Happy Day,Drama
91026,Fright (1972),Crime|Horror|Thriller,1972,Fright,Crime
91031,Wichita (1955),Action|Romance|Western,1955,Wichita,Action
91035,Wuthering Heights (2011),Drama,2011,Wuthering Heights,Drama
91037,From Beyond the Grave (Creatures) (1974),Horror,1974,From Beyond the Grave (Creatures),Horror
91077,"Descendants, The (2011)",Comedy|Drama,2011,"Descendants, The",Comedy
91079,Like Crazy (2011),Drama|Romance,2011,Like Crazy,Drama
91094,"Muppets, The (2011)",Children|Comedy|Musical,2011,"Muppets, The",Children
91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance,2011,"Twilight Saga: Breaking Dawn - Part 1, The",Adventure
91126,War Horse (2011),Drama|War,2011,War Horse,Drama
91128,"Rum Diary, The (2011)",Comedy|Drama|Thriller,2011,"Rum Diary, The",Comedy
91134,My Week with Marilyn (2011),Drama,2011,My Week with Marilyn,Drama
91137,Stanley and Livingstone (1939),Adventure|Drama,1939,Stanley and Livingstone,Adventure
91273,Bunraku (2010),Action|Drama|Fantasy,2010,Bunraku,Action
91290,Sarah's Key (Elle s'appelait Sarah) (2010),Drama,2010,Sarah's Key (Elle s'appelait Sarah),Drama
91325,Extremely Loud and Incredibly Close (2011),Drama,2011,Extremely Loud and Incredibly Close,Drama
91355,Asterix and the Vikings (AstÃ©rix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy,2006,Asterix and the Vikings (AstÃ©rix et les Vikings),Adventure
91360,Sing Your Song (2011),Documentary,2011,Sing Your Song,Documentary
91362,Rings on Her Fingers (1942),Comedy|Romance,1942,Rings on Her Fingers,Comedy
91371,Rampart (2011),Action|Crime|Drama|Thriller,2011,Rampart,Action
91414,Arthur Christmas (2011),Animation|Children|Comedy|Drama,2011,Arthur Christmas,Animation
91416,Miss Bala (2011),Action|Adventure|Drama|Thriller,2011,Miss Bala,Action
91474,Flypaper (2011),Comedy|Crime,2011,Flypaper,Comedy
91483,Bullet to the Head (2012),Action|Crime|Film-Noir,2012,Bullet to the Head,Action
91485,"Expendables 2, The (2012)",Action|Adventure,2012,"Expendables 2, The",Action
91500,"Hunger Games, The (2012)",Action|Adventure|Drama|Sci-Fi|Thriller,2012,"Hunger Games, The",Action
91505,Clone (Womb) (2010),Drama|Romance|Sci-Fi,2010,Clone (Womb),Drama
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,2012,"Dark Knight Rises, The",Action
91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,2012,"Bourne Legacy, The",Action
91540,I Melt with You (2011),Drama,2011,I Melt with You,Drama
91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller,2011,Sherlock Holmes: A Game of Shadows,Action
91571,Coriolanus (2011),Drama|Thriller,2011,Coriolanus,Drama
91622,Young Adult (2011),Comedy|Drama,2011,Young Adult,Comedy
91628,New Year's Eve (2011),Comedy|Romance,2011,New Year's Eve,Comedy
91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX,2011,Mission: Impossible - Ghost Protocol,Action
91653,We Bought a Zoo (2011),Comedy|Drama,2011,We Bought a Zoo,Comedy
91658,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,2011,"Girl with the Dragon Tattoo, The",Drama
91660,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller,2011,"Darkest Hour, The",Action
91673,Albert Nobbs (2011),Drama,2011,Albert Nobbs,Drama
91681,"Julia's Eyes (Ojos de Julia, Los) (2010)",Horror|Thriller,2010,"Julia's Eyes (Ojos de Julia, Los)",Horror
91694,Intruders (2011),Horror|Thriller,2011,Intruders,Horror
91697,Pitfall (1948),Film-Noir,1948,Pitfall,Film-Noir
91707,In the Land of Blood and Honey (2011),Drama|Romance|War,2011,In the Land of Blood and Honey,Drama
91727,"Toast of New York, The (1937)",Comedy|Drama|War,1937,"Toast of New York, The",Comedy
91784,Girl Walks Into a Bar (2011),Comedy|Drama|Fantasy,2011,Girl Walks Into a Bar,Comedy
91808,Pariah (2011),Drama,2011,Pariah,Drama
91831,"Devil Inside, The (2012)",Horror|Thriller,2012,"Devil Inside, The",Horror
91842,Contraband (2012),Action|Crime|Drama|Thriller,2012,Contraband,Action
91888,Chico & Rita (2010),Animation|Musical|Romance,2010,Chico & Rita,Animation
91890,"Iron Lady, The (2011)",Drama,2011,"Iron Lady, The",Drama
91902,Elena (2011),Drama,2011,Elena,Drama
91947,"Revenant, The (2009)",Comedy|Horror,2009,"Revenant, The",Comedy
